N_followers,amplitude_grid,case_id,command_delay_s,controller,disturbance_location,empirical_boundary_mps2,hdv_model,layout,nonmonotone,seed,success_pattern
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_cmd04,0.4,margin,0,4.0,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_cmd04,0.4,margin,0,4.0,idm,even,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_cmd04,0.4,margin,0,4.0,idm,even,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_cmd04,0.4,margin,0,4.5,idm,even,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,3,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,11,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,29,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,47,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,61,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,79,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,97,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,113,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,131,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,149,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.0,idm,middle,False,167,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",middle_idm_leader_d02,0.2,margin,0,1.5,idm,middle,False,191,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,4.5,idm,even,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,4.0,idm,even,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,4.0,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,4.0,idm,even,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,3.5,idm,even,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,margin,0,4.0,idm,even,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,3,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,11,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,29,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,47,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,61,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,79,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,97,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,113,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,131,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,149,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.0,idm,even,False,167,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",even_idm_leader_d02,0.2,human,0,1.5,idm,even,False,191,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.1,idm,even,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.1,idm,even,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.1,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.5,idm,even,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.1,idm,even,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_internal8_d02,0.2,margin,8,2.5,idm,even,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.5,idm,even,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.5,idm,even,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.5,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.5,idm,even,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.0,idm,even,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
20,"[0.0, 0.25, 1.0, 1.5, 1.8, 2.0, 2.2, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_N20,0.2,predictive,0,4.5,idm,even,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.0,idm,even,False,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,predictive,0,4.5,idm,even,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,1.0,ovm,even,False,97,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,1.0,ovm,even,False,113,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,0.25,ovm,even,False,131,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,1.7,ovm,even,False,149,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,1.0,ovm,even,False,167,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_ovm_leader_d02,0.2,margin,0,1.0,ovm,even,False,191,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5]",front_idm_leader_d02,0.2,margin,0,2.5,idm,front,False,79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",front_idm_leader_d02,0.2,margin,0,4.5,idm,front,False,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.0,idm,even,False,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,"[0.0, 0.25, 1.0, 1.5, 1.7, 1.8, 1.9, 2.0, 2.1, 2.5, 3.0, 3.5, 4.0, 4.5]",even_idm_leader_d02,0.2,margin,0,4.5,idm,even,False,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
