N_followers,active_count,active_indices,actuator_tau_s,alpha_mps2,budget_ok,case_id,command_delay_s,controller,disturbance_end_s,disturbance_half_duration_s,disturbance_location,disturbance_start_s,disturbance_waveform,dt_s,equipped_count,equipped_indices,failure_count,first_limit_kind,first_limit_time_s,first_limit_value,first_limit_vehicle,hdv_model,heavy_indices,horizon_s,information_delay_s,layout,mean_loss_m_per_follower,min_gap_m,normalized_loss,peak_braking_mps2,peak_constraint_kind,peak_constraint_time_s,peak_constraint_usage,peak_constraint_vehicle,peak_jerk_mps3,predicted_bottleneck_constraint,predicted_bottleneck_margin,predicted_bottleneck_time_s,predicted_bottleneck_vehicle,pulse_internal_gain,pulse_tail_gain,reaction_delay_s,recovered,run_id,safe,seed,studies,success,target_gap_m,target_speed_mps,terminal_acceleration_error_mps2,terminal_gap_error_m,terminal_speed_error_mps,throughput_loss_vehicle_m,total_vehicles
40,4,"[1,14,27,40]",0.35,2.5,1.0,even_idm_leader_d02,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,even,5.2615779311214315,17.44987155700528,0.004384648275934526,2.5,gap_lower,8.8,0.32750642214973597,1,5.0,gap_lower,0.616796615564511,7.0,1,0.2835809506331818,0.0,0.7,1.0,53b431941e8c3237,1.0,149,controller_comparison,1.0,24.0,20.0,0.06867995752223927,2.016892502640758,0.3279583076221897,210.46311724485724,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,1.5,1.0,even_idm_leader_N80,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",1.0,jerk_saturation,5.0,-15.0,0,idm,[],60.0,0.2,even,1.985396431273952,21.546420964520223,0.0016544970260616268,1.5,acceleration_upper,9.0,0.6910652464529088,1,5.0,acceleration_upper,0.2408760651583718,8.4,1,0.7855481259587296,0.0,0.7,1.0,53d5581564e047a4,1.0,191,chain_length_scope,1.0,24.0,20.0,0.09140467807061003,0.7716629448155459,0.4036545222339747,158.83171450191617,81
20,2,"[1,20]",0.35,2.5,1.0,even_idm_leader_N20,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,even,9.304948223803718,17.44987155700528,0.0077541235198364325,2.5,gap_lower,8.8,0.32750642214973597,1,5.0,gap_lower,0.616796615564511,7.0,1,0.26867806690353574,0.09333333333333181,0.7,1.0,53de7ebd430ebe92,1.0,149,chain_length_scope,1.0,24.0,20.0,0.21679742284252312,1.503041826558956,0.3499999999999943,186.09896447607437,21
20,2,"[1,20]",0.35,2.2,1.0,even_idm_leader_N20,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",1.0,jerk_saturation,5.0,-22.0,0,idm,[],60.0,0.2,even,9.449706918826113,18.90519299544539,0.007874755765688427,2.2,gap_lower,8.4,0.2547403502277305,1,5.0,gap_lower,0.672686427431288,6.9,1,0.3217427128372412,0.1515151515151418,0.7,1.0,5401e1677d07bb7a,1.0,149,chain_length_scope,1.0,24.0,20.0,0.020767140948718694,2.136500000000069,0.2003483963438093,188.99413837652224,21
40,4,"[1,14,27,40]",0.35,1.5,1.0,even_idm_leader_cmd0,0.0,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-15.0,0,idm,[],60.0,0.2,even,4.521299447751898,21.017591806340647,0.003767749539793248,1.5,jerk,6.0,0.18004402927351704,1,5.0,gap_lower,0.7820105564362583,6.7,1,0.31110560405746274,0.0,0.7,1.0,541875d56da0717e,1.0,167,prediction_scope,1.0,24.0,20.0,0.15889212828658245,2.3037499999927604,0.30017350333032766,180.8519779100759,41
20,2,"[1,20]",0.35,1.5,1.0,even_idm_leader_N20,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",1.0,jerk_saturation,5.0,-15.0,0,idm,[],60.0,0.2,even,4.588512104702781,20.59906245446058,0.0038237600872523176,1.5,gap_lower,8.1,0.17004687727697104,1,5.0,gap_lower,0.7612126343801773,6.7,1,0.2222220090665543,0.06666666666666604,0.7,1.0,541a30163ec30f38,1.0,97,chain_length_scope,1.0,24.0,20.0,0.010180806542022561,1.2302358128182505,0.14999999999999858,91.77024209405562,21
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_d02,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.0946089165499e-16,17,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.54730445827495e-16,jerk,0.1,3.0946089165499e-16,17,1.5473044582749498e-15,acceleration_upper,0.9999999999999999,0.0,8,0.0,0.0,0.7,1.0,542422fe2b803f2d,1.0,191,controller_comparison,1.0,24.0,20.0,1.54730445827495e-16,0.0,0.0,0.0,41
40,4,"[37,38,39,40]",0.35,2.1,0.0,rear_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[37,38,39,40]",123.0,jerk_saturation,5.0,-21.0,0,idm,[],60.0,0.2,rear,248.76498977456475,-54.51969031601724,0.20730415814547062,4.5,gap_lower,60.0,3.9259845158008617,37,5.000000000000004,gap_lower,-3.4182206916082505,59.900000000000006,37,6.349206349206349,0.17064109363961585,0.7,0.0,542c9ba4e82a8222,0.0,167,layout_comparison;prediction_scope,0.0,24.0,20.0,4.5,94.18330156736192,20.0,9950.59959098259,41
20,2,"[1,20]",0.35,2.0,0.0,even_idm_leader_N20,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",19.0,jerk_saturation,5.0,-20.0,0,idm,[],60.0,0.2,even,52.355380279778615,-13.577352335348792,0.04362948356648218,4.5,gap_lower,40.7,1.8788676167674396,20,5.000000000000004,gap_lower,-0.8830047712398693,39.900000000000006,20,6.666666666666667,5.493785178185127,0.7,0.0,5430673de9ce5d51,0.0,113,chain_length_scope,0.0,24.0,20.0,0.8117778078751542,90.62098526796342,5.300647208628373,1047.1076055955723,21
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.033043242170331e-16,32,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.4158437991504552e-16,jerk,0.1,3.033043242170331e-16,32,1.5165216210851655e-15,acceleration_upper,0.9999999999999999,0.0,2,0.0,0.0,0.7,1.0,54716c427ca4d087,1.0,131,controller_comparison;layout_comparison;prediction_scope,1.0,24.0,20.0,1.5165216210851655e-16,0.0,0.0,0.0,41
20,2,"[1,20]",0.35,0.25,1.0,even_idm_leader_N20,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",0.0,gap_lower,12.9,0.028125,1,idm,[],60.0,0.2,even,0.0,23.4375,0.0,0.25,gap_lower,12.9,0.028125,1,5.0,gap_lower,0.9535000000000021,6.7,1,0.0,0.0,0.7,1.0,5482e73f58b4acf5,1.0,113,chain_length_scope,1.0,24.0,20.0,1.519317481612589e-16,0.5625,0.0,0.0,21
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_d02,0.2,acc,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,8.431356589244537e-16,34,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.4937857699229206e-16,jerk,0.1,8.431356589244537e-16,34,4.215678294622268e-15,acceleration_upper,0.9999999999999998,0.0,34,0.0,0.0,0.7,1.0,5492614dc864ee7d,1.0,11,controller_comparison,1.0,24.0,20.0,4.215678294622269e-16,0.0,0.0,0.0,41
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_cmd0,0.0,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.033043242170331e-16,32,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.4158437991504552e-16,jerk,0.1,3.033043242170331e-16,32,1.5165216210851655e-15,acceleration_upper,0.9999999999999999,0.0,2,0.0,0.0,0.7,1.0,550a36b9e1c0a080,1.0,131,prediction_scope,1.0,24.0,20.0,1.5165216210851655e-16,0.0,0.0,0.0,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,2.0,0.0,even_idm_leader_N80,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",94.0,jerk_saturation,5.0,-20.0,0,idm,[],60.0,0.2,even,73.78086648211146,-30.534013756663498,0.06148405540175956,4.5,gap_lower,52.6,2.726700687833175,24,5.000000000000004,gap_lower,-1.883412740290602,51.1,24,6.666666666666667,0.0,0.7,0.0,5578950cfe991599,0.0,167,chain_length_scope,0.0,24.0,20.0,4.5,111.9468284373836,20.0,5902.4693185689175,81
40,0,[],0.35,2.0,0.0,even_idm_leader_d02,0.2,human,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,0,[],128.0,jerk_saturation,5.0,-20.0,0,idm,[],60.0,0.2,even,231.64662783465238,-2.460907553738803,0.19303885652887698,4.5,gap_lower,57.400000000000006,1.3230453776869402,37,5.000000000000004,gap_lower,-0.4985453776869403,56.900000000000006,37,6.666666666666667,4.6962964575756025,0.7,0.0,55847b20511a5fb9,0.0,113,controller_comparison,0.0,24.0,20.0,4.5,139.5429533435418,20.0,9265.865113386095,41
40,4,"[1,14,27,40]",0.35,1.7,1.0,even_idm_leader_cmd04,0.4,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-17.0,0,idm,[],60.0,0.2,even,4.858733452845704,20.251777019784384,0.004048944544038087,1.7,jerk,6.300000000000001,0.1949187838400666,1,5.0,gap_lower,0.7390560421139881,6.7,1,0.3805379080617901,0.0,0.7,1.0,559232f6e13c07bf,1.0,149,prediction_scope,1.0,24.0,20.0,0.11663892997348801,2.4867500000168548,0.4178609756342233,194.34933811382817,41
40,4,"[19,20,21,22]",0.35,2.1,0.0,middle_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[19,20,21,22]",83.0,jerk_saturation,5.0,-21.0,0,idm,[],60.0,0.2,middle,145.1181450904398,-99.9712403482372,0.12093178757536652,4.5,gap_lower,52.900000000000006,6.19856201741186,19,5.000000000000004,gap_lower,-5.3567846627478115,51.400000000000006,19,6.349206349206349,0.001196807037688909,0.7,0.0,5599bd02bba696ec,0.0,97,layout_comparison;prediction_scope,0.0,24.0,20.0,4.5,123.50329804881994,20.0,5804.725803617593,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,2.2,0.0,even_idm_leader_N80,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",92.0,jerk_saturation,5.0,-22.0,0,idm,[],60.0,0.2,even,71.7758948765933,-30.35509542989942,0.05981324573049441,4.5,gap_lower,52.800000000000004,2.7177547714949712,24,5.000000000000004,gap_lower,-1.8761646411520148,51.300000000000004,24,6.0606060606060606,0.0,0.7,0.0,55a23b104e7e1dda,0.0,131,chain_length_scope,0.0,24.0,20.0,4.5,92.2238463759083,20.0,5742.071590127463,81
40,4,"[1,14,27,40]",0.35,0.25,1.0,even_idm_internal8_d02,0.2,margin,8.0,1.5,8,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,6.5,5.1561842520454615,8,idm,[],60.0,0.2,even,0.052655960483253175,23.659499361549948,4.3879967069377646e-05,0.24999999999999986,jerk,6.6000000000000005,1.0,8,5.0,acceleration_upper,0.7802029741925853,7.2,8,0.8814477597304915,0.0,0.7,1.0,55a8c48b7cfe258a,1.0,97,prediction_scope,1.0,24.0,20.0,1.1303550155989987e-05,0.0007450803664141858,9.217387710336311e-05,2.106238419330127,41
40,4,"[1,14,27,40]",0.35,1.7,1.0,even_idm_leader_d02,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-17.0,0,idm,[],60.0,0.2,even,4.86932240415171,21.194869123199226,0.004057768670126425,1.7,acceleration_upper,9.0,0.7722007508944968,1,5.0,acceleration_upper,0.15762496776271306,8.4,1,0.7907956668683235,0.0013789983360242908,0.7,1.0,55d4213e034be428,1.0,29,controller_comparison,1.0,24.0,20.0,0.1253241832309485,0.9510468947828485,0.5093730375180527,194.7728961660684,41
40,4,"[19,20,21,22]",0.35,1.0,1.0,middle_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[19,20,21,22]",1.0,jerk_saturation,5.0,-10.0,0,idm,[],60.0,0.2,middle,3.1895735229238107,22.217971778462996,0.002657977935769842,1.0603855313524262,jerk,7.9,0.3148253811532431,1,5.0,acceleration_upper,0.698995320293437,9.1,1,0.8864871756532816,4.787400105972969e-10,0.7,1.0,55de137c7d504cfe,1.0,167,layout_comparison;prediction_scope,1.0,24.0,20.0,0.07571190856646612,2.270883316005552,0.449999999999978,127.58294091695242,41
40,4,"[37,38,39,40]",0.35,1.9,0.0,rear_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[37,38,39,40]",123.0,jerk_saturation,5.0,-18.999999999999996,0,idm,[],60.0,0.2,rear,245.05256657868208,-54.90375041774073,0.20421047214890173,4.5,gap_lower,60.0,3.9451875208870364,37,5.000000000000004,gap_lower,-3.434462272364749,59.900000000000006,37,7.017543859649123,0.18860331402273334,0.7,0.0,5629e6001197e850,0.0,149,layout_comparison;prediction_scope,0.0,24.0,20.0,4.5,108.56058299494771,20.0,9802.102663147283,41
40,4,"[1,2,3,4]",0.35,2.5,1.0,front_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,2,3,4]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,front,7.776207497991564,17.940824239627887,0.00648017291499297,2.5,gap_lower,8.6,0.30295878801860565,1,5.0,gap_lower,0.6284722142964542,7.1000000000000005,1,0.3329445331574059,1.4186301939389523e-06,0.7,1.0,565c59de27ae4e05,1.0,191,layout_comparison;prediction_scope,1.0,24.0,20.0,0.20351639197953236,2.983819241997253,0.49830166214538707,311.04829991966255,41
40,4,"[1,2,3,4]",0.35,0.0,1.0,front_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,2,3,4]",0.0,jerk,0.1,3.092860462114067e-16,6,idm,[],60.0,0.2,front,0.0,24.0,0.0,1.5331773592430868e-16,jerk,0.1,3.092860462114067e-16,6,1.5464302310570335e-15,acceleration_upper,0.9999999999999999,0.0,6,0.0,0.0,0.7,1.0,567058b1af006ecc,1.0,97,layout_comparison;prediction_scope,1.0,24.0,20.0,1.5464302310570336e-16,0.0,0.0,0.0,41
40,4,"[1,14,27,40]",0.35,2.5,1.0,even_idm_leader_cmd0,0.0,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,even,7.702582255293395,17.943901265816777,0.0064188185460778285,2.5,gap_lower,8.700000000000001,0.30280493670916114,1,5.0,gap_lower,0.6349762171695131,7.0,1,0.29333014016283887,0.0,0.7,1.0,5677744daada26bb,1.0,113,prediction_scope,1.0,24.0,20.0,0.0937912658233515,2.8599991957310067,0.4513874666946265,308.1032902117358,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,0.25,1.0,even_idm_leader_N80,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",0.0,gap_lower,12.9,0.028125,1,idm,[],60.0,0.2,even,0.0,23.4375,0.0,0.25,gap_lower,12.9,0.028125,1,5.0,gap_lower,0.9535000000000021,6.7,1,0.0,0.0,0.7,1.0,568b29a34f064a6b,1.0,149,chain_length_scope,1.0,24.0,20.0,1.5522080316662207e-16,0.5625,0.0,0.0,81
40,4,"[1,14,27,40]",0.35,0.25,1.0,even_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,gap_lower,12.9,0.028125,1,idm,[],60.0,0.2,even,0.0,23.4375,0.0,0.25,gap_lower,12.9,0.028125,1,5.0,gap_lower,0.9535000000000021,6.7,1,0.0,0.0,0.7,1.0,569e1f5c450ea8a0,1.0,97,controller_comparison;layout_comparison;prediction_scope,1.0,24.0,20.0,1.5464302310570336e-16,0.5625,0.0,0.0,41
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_ovm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,6.959353337789655e-16,12,ovm,[],60.0,0.2,even,0.0,24.0,0.0,3.3977981647044216e-16,jerk,0.1,6.959353337789655e-16,12,3.4796766688948275e-15,command_upper,0.9999999999999998,0.0,9,0.0,0.0,0.7,1.0,56d5b77d5907c89c,1.0,191,prediction_scope,1.0,24.0,20.0,3.479676668894828e-16,0.0,0.0,0.0,41
40,4,"[19,20,21,22]",0.35,2.0,0.0,middle_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[19,20,21,22]",94.0,jerk_saturation,5.0,-20.0,0,idm,[],60.0,0.2,middle,157.26207112661413,-99.8141599920446,0.13105172593884512,4.5,gap_lower,52.7,6.19070799960223,19,5.000000000000004,gap_lower,-5.346056851415976,51.1,19,6.666666666666667,0.0014893614753799984,0.7,0.0,56e9af21bee32c49,0.0,79,layout_comparison,0.0,24.0,20.0,4.5,116.52137880539328,20.0,6290.4828450645655,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,2.0,1.0,even_idm_leader_N80,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",63.0,jerk_saturation,5.0,-20.0,0,idm,[],60.0,0.2,even,35.95282683673433,-19.37203252742472,0.029960689030611942,4.5,gap_lower,60.0,2.168601626371236,35,5.000000000000004,gap_lower,-1.4405853505454584,59.900000000000006,35,6.666666666666667,0.0,0.7,0.0,5732ef58345f7fec,0.0,149,chain_length_scope,0.0,24.0,20.0,4.5,63.77670101487604,20.0,2876.2261469387463,81
40,4,"[19,20,21,22]",0.35,0.0,1.0,middle_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[19,20,21,22]",0.0,jerk,0.1,5.669712742983465e-16,30,idm,[],60.0,0.2,middle,0.0,24.0,0.0,1.519317481612589e-16,jerk,0.1,5.669712742983465e-16,30,2.8348563714917324e-15,command_upper,0.9999999999999998,0.0,30,0.0,0.0,0.7,1.0,57774cd5330ec0cf,1.0,113,layout_comparison;prediction_scope,1.0,24.0,20.0,2.8348563714917324e-16,0.0,0.0,0.0,41
40,4,"[37,38,39,40]",0.35,1.9,0.0,rear_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[37,38,39,40]",119.0,jerk_saturation,5.0,-18.999999999999996,0,idm,[],60.0,0.2,rear,232.92925858031714,-54.517063821797244,0.1941077154835976,4.5,gap_lower,60.0,3.9258531910898626,37,5.000000000000004,gap_lower,-3.418089366897251,59.900000000000006,37,7.017543859649123,0.18860331402273334,0.7,0.0,58348e146efb38aa,0.0,79,layout_comparison,0.0,24.0,20.0,4.5,85.93805521371723,20.0,9317.170343212685,41
80,8,"[1,12,24,35,46,57,69,80]",0.35,1.8,1.0,even_idm_leader_N80,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",2.0,jerk_saturation,5.0,-18.0,0,idm,[],60.0,0.2,even,3.738669972460598,20.880253655542006,0.003115558310383832,1.8,acceleration_upper,9.0,0.8108967007441591,1,5.0,acceleration_upper,0.1154448318353769,8.5,1,0.8338018825544258,0.0,0.7,0.0,58712e83951fb8a4,1.0,191,chain_length_scope,0.0,24.0,20.0,0.330046720118701,1.8865883677464126,1.2313667194906408,299.09359779684786,81
80,8,"[1,12,24,35,46,57,69,80]",0.35,2.5,1.0,even_idm_leader_N80,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,8,"[1,12,24,35,46,57,69,80]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,even,3.4586716378734694,17.940824239627887,0.0028822263648945576,2.5,gap_lower,8.6,0.30295878801860565,1,5.0,gap_lower,0.6284722142964542,7.1000000000000005,1,0.3329445331574059,0.0,0.7,1.0,587ea5c3598caa61,1.0,131,chain_length_scope,1.0,24.0,20.0,0.09279152866766803,1.9623249755131837,0.42499999999999005,276.69373102987754,81
40,4,"[1,2,3,4]",0.35,2.1,1.0,front_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,2,3,4]",1.0,jerk_saturation,5.0,-21.0,0,idm,[],60.0,0.2,front,6.747629999523272,19.221536821795013,0.005623024999602727,2.1,gap_lower,8.200000000000001,0.23892315891024934,1,5.0,gap_lower,0.688120998403801,6.800000000000001,1,0.3173783908256328,2.5566815745984664e-06,0.7,1.0,5890cf5ba208c30a,1.0,149,layout_comparison;prediction_scope,1.0,24.0,20.0,0.06438240696377691,2.3587499999998727,0.421171947377438,269.9051999809309,41
40,4,"[1,14,27,40]",0.35,2.1,0.0,even_idm_leader_d02,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",107.0,jerk_saturation,5.0,-21.0,0,idm,[],60.0,0.2,even,170.84518303715782,-33.15766264903611,0.1423709858642982,4.5,gap_lower,60.0,2.8578831324518057,27,5.000000000000004,gap_lower,-2.0379935737479147,59.900000000000006,27,6.349206349206349,3.8200935547108896,0.7,0.0,589e1521db07ae4f,0.0,149,controller_comparison,0.0,24.0,20.0,4.5,78.27068694564991,20.0,6833.807321486313,41
20,2,"[1,20]",0.35,2.2,0.0,even_idm_leader_N20,0.2,wave,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,2,"[1,20]",32.0,jerk_saturation,5.0,-22.0,0,idm,[],60.0,0.2,even,118.96781233134121,-28.034345930292716,0.099139843609451,4.5,gap_lower,44.900000000000006,2.601717296514636,20,5.000000000000002,gap_lower,-1.747923911918497,43.1,20,6.0606060606060606,5.700195338496966,0.7,0.0,58ebc84977b2eeb4,0.0,113,chain_length_scope,0.0,24.0,20.0,1.1472370205206646,104.63864577081256,6.9402730618162956,2379.356246626824,21
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_d02,0.2,predictive,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.057761386297021e-16,6,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.4435554130338614e-16,jerk,0.1,3.057761386297021e-16,6,1.5288806931485105e-15,acceleration_upper,0.9999999999999999,0.0,2,0.0,0.0,0.7,1.0,59131cc95e19f981,1.0,61,controller_comparison,1.0,24.0,20.0,1.5288806931485106e-16,0.0,0.0,0.0,41
40,4,"[1,14,27,40]",0.35,2.5,1.0,even_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",1.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,even,7.353592325509597,17.940824239627887,0.00612799360459133,2.5,gap_lower,8.6,0.30295878801860565,1,5.0,gap_lower,0.6284722142964542,7.1000000000000005,1,0.33380430680592593,0.0,0.7,1.0,5920c06801985acd,1.0,61,controller_comparison;layout_comparison,1.0,24.0,20.0,0.20351639197953236,1.9572278912005459,0.42499999999999005,294.14369302038386,41
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_cmd04,0.4,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.092860462114067e-16,6,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.5331773592430868e-16,jerk,0.1,3.092860462114067e-16,6,1.5464302310570335e-15,acceleration_upper,0.9999999999999999,0.0,3,0.0,0.0,0.7,1.0,5943f911f61d084a,1.0,97,prediction_scope,1.0,24.0,20.0,1.5464302310570336e-16,0.0,0.0,0.0,41
40,4,"[37,38,39,40]",0.35,2.5,0.0,rear_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[37,38,39,40]",136.0,jerk_saturation,5.0,-25.0,0,idm,[],60.0,0.2,rear,286.9199758380868,-57.2767985031826,0.23909997986507237,4.5,gap_lower,60.0,4.0638399251591295,37,5.000000000000004,gap_lower,-3.5442412796261245,59.900000000000006,37,5.333333333333333,0.17000134978236758,0.7,0.0,59a4195f41ea15eb,0.0,61,layout_comparison,0.0,24.0,20.0,4.5,117.46775632312449,20.0,11476.799033523474,41
40,0,[],0.35,2.1,0.0,even_idm_leader_d02,0.2,human,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,0,[],132.0,jerk_saturation,5.0,-21.0,0,idm,[],60.0,0.2,even,244.53571863280968,-2.4719236614142908,0.2037797655273414,4.5,gap_lower,57.300000000000004,1.3235961830707146,37,5.000000000000004,gap_lower,-0.49909618307071446,56.800000000000004,37,6.349206349206349,4.632084042582119,0.7,0.0,59ccb0e0b6d87042,0.0,113,controller_comparison,0.0,24.0,20.0,4.5,134.09459819555263,20.0,9781.428745312387,41
40,4,"[37,38,39,40]",0.35,1.7,0.0,rear_idm_leader_d02,0.2,margin,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[37,38,39,40]",81.0,jerk_saturation,5.0,-17.0,0,idm,[],60.0,0.2,rear,112.47653683392136,-39.60806242201562,0.09373044736160113,4.5,gap_lower,60.0,3.180403121100781,37,5.000000000000004,gap_lower,-2.775668887004376,59.900000000000006,37,7.843137254901961,0.04644275750402583,0.7,0.0,59f257d266927ec3,0.0,131,layout_comparison;prediction_scope,0.0,24.0,20.0,4.5,138.13785083177396,20.0,4499.061473356855,41
40,4,"[1,14,27,40]",0.35,0.0,1.0,even_idm_leader_d02,0.2,acc,8.0,1.5,0,5.0,closed symmetric acceleration-command pulse,0.1,4,"[1,14,27,40]",0.0,jerk,0.1,3.0438989830050984e-16,32,idm,[],60.0,0.2,even,0.0,24.0,0.0,1.519770894331564e-16,jerk,0.1,3.0438989830050984e-16,32,1.5219494915025492e-15,acceleration_upper,0.9999999999999999,0.0,21,0.0,0.0,0.7,1.0,5a0e3b17033bebef,1.0,3,controller_comparison,1.0,24.0,20.0,1.5219494915025492e-16,0.0,0.0,0.0,41
