N_followers,alpha_mps2,case_id,command_delay_s,controller,disturbance_location,hdv_model,layout,mean_loss_m_per_follower_median,mean_loss_m_per_follower_q25,mean_loss_m_per_follower_q75,min_gap_m_median,min_gap_m_q25,min_gap_m_q75,normalized_loss_median,normalized_loss_q25,normalized_loss_q75,peak_constraint_usage_median,peak_constraint_usage_q25,peak_constraint_usage_q75,peak_jerk_mps3_median,peak_jerk_mps3_q25,peak_jerk_mps3_q75,pulse_internal_gain_median,pulse_internal_gain_q25,pulse_internal_gain_q75,success_rate,success_wilson_high,success_wilson_low,successes,terminal_gap_error_m_median,terminal_gap_error_m_q25,terminal_gap_error_m_q75,terminal_speed_error_mps_median,terminal_speed_error_mps_q25,terminal_speed_error_mps_q75,throughput_loss_vehicle_m_median,throughput_loss_vehicle_m_q25,throughput_loss_vehicle_m_q75,trials
20,2.5,even_idm_leader_N20,0.2,predictive,0,idm,even,9.295305260244586,9.266037191647456,9.303206196441206,17.44987155700528,17.44987155700528,17.44987155700528,0.007746087716870489,0.007721697659706213,0.007752671830367673,0.32750642214973597,0.32750642214973597,0.32750642214973597,5.0,5.0,5.0,0.2705289190240568,0.26715182009468136,0.2762532103043763,1.0,0.9999999999999999,0.6096569663469354,6,1.4612982444176623,1.4163284293110223,1.4968153224232879,0.34999999999999964,0.3499999999999952,0.3500000000000014,185.90610520489173,185.32074383294912,186.06412392882413,6
40,2.0,even_idm_leader_d02,0.2,predictive,0,idm,even,3.5170043867973018,3.471119011224331,3.603813516071801,19.272922396420682,19.272922396420682,19.272922396420682,0.0029308369889977518,0.002892599176020276,0.003003177930059834,0.23635388017896589,0.23635388017896589,0.23635388017896589,5.0,5.0,5.0,0.249984159893175,0.249984159893175,0.2510491534266392,1.0,1.0,0.7574992425007574,12,1.3371322640495862,1.3135015146622209,1.3609854539243145,0.20000000000000995,0.20000000000000995,0.2058461679449506,140.68017547189208,138.84476044897326,144.15254064287203,12
40,1.0,even_idm_leader_d02,0.2,acc,0,idm,even,2.7351146391065306,2.594837559820983,2.8579216093146007,22.238414899703095,22.219152932393108,22.247030622322853,0.002279262199255442,0.0021623646331841526,0.0023816013410955005,0.4260524990731095,0.4260524990731095,0.4260524990731095,5.0,5.0,5.0,0.8778495915594012,0.8778495915594012,0.8778495915594012,1.0,1.0,0.7574992425007574,12,0.6581754514546816,0.6121081104058703,0.7377859464885503,0.3664085792824263,0.31547900192656186,0.4040454019083688,109.40458556426123,103.79350239283932,114.31686437258402,12
40,2.0,even_ovm_leader_d02,0.2,margin,0,ovm,even,8.612715454728429,8.304533457316188,9.193366576897784,16.153116588541963,14.836758471621536,17.064585687536166,0.007177262878940358,0.00692044454776349,0.007661138814081488,0.39234417057290183,0.3467707156231917,0.4581620764189232,5.0,5.0,5.0,0.8203747995930535,0.7077526078612403,0.9684613524893146,0.0,0.3903430336530645,0.0,0,6.934223490883511,6.453548249227708,8.354569809028845,1.7416148019294226,1.556268069571991,2.001638265381427,344.50861818913717,332.1813382926475,367.7346630759114,6
40,0.25,front_idm_leader_d02,0.2,margin,0,idm,front,0.0,0.0,0.0,23.4375,23.4375,23.4375,0.0,0.0,0.0,0.028125,0.028125,0.028125,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.7574992425007574,12,0.5625,0.5625,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,12
40,1.9,even_idm_leader_d02,0.2,margin,0,idm,even,5.547195894622838,5.49449586399871,5.64947657058854,19.858526954864345,19.858526954864345,19.858526954864345,0.004622663245519031,0.004578746553332259,0.004707897142157117,0.2157434402332361,0.2157434402332361,0.2157434402332361,5.0,5.0,5.0,0.3157433198713496,0.3157433198713496,0.3175768714647934,1.0,1.0,0.7574992425007574,12,1.9705261221434398,1.934169115475754,1.9804569186127878,0.42499999999999005,0.3999999999999906,0.4294538922580111,221.88783578491353,219.77983455994843,225.97906282354162,12
80,2.2,even_idm_leader_N80,0.2,wave,0,idm,even,78.85376497907822,74.32809438994107,88.71217108905432,-31.87262295521623,-33.36090667754349,-30.62572208008301,0.06571147081589851,0.06194007865828422,0.0739268092408786,2.793631147760811,2.731286104004151,2.8680453338771748,5.000000000000004,5.000000000000004,5.000000000000004,6.0606060606060606,6.0606060606060606,6.0606060606060606,0.0,0.3903430336530645,0.0,0,92.59329707386226,90.0133778748091,95.02443685271625,20.0,20.0,20.0,6308.301198326257,5946.247551195285,7096.973687124346,6
40,2.1,even_idm_leader_d02,0.2,wave,0,idm,even,144.8671783893088,95.54266806235916,155.27338289511488,-32.91987275359383,-33.02746780403251,-25.88584368213766,0.12072264865775734,0.07961889005196597,0.12939448574592904,2.8459936376796913,2.4942921841068832,2.851373390201626,5.000000000000004,5.000000000000004,5.000000000000004,6.349206349206349,6.349206349206349,6.349206349206349,0.0,0.2425007574992425,0.0,0,90.64681861036712,78.50212841030836,100.77917217790645,20.0,20.0,20.0,5794.687135572352,3821.7067224943667,6210.935315804594,12
80,2.5,even_idm_leader_N80,0.2,predictive,0,idm,even,2.5955749385620184,2.5589180582175906,2.630844847569052,17.44987155700528,17.44987155700528,17.44987155700528,0.002162979115468348,0.0021324317151813254,0.002192370706307543,0.32750642214973597,0.32750642214973597,0.32750642214973597,5.0,5.0,5.0,0.2690256371656261,0.2666430711583966,0.27266881760565953,1.0,0.9999999999999999,0.6096569663469354,6,2.423017882439325,2.3530573151436727,2.523541955549206,0.3340198003398065,0.32089893340844267,0.3484777504146841,207.64599508496144,204.71344465740722,210.46758780552418,6
20,1.0,even_idm_leader_N20,0.2,margin,0,idm,even,5.160293739359922,5.1441561837861975,5.174697156496342,22.041091224490145,22.041091224490145,22.041091224490145,0.004300244782799935,0.004286796819821831,0.004312247630413618,0.15796767347454377,0.15796767347454377,0.15796767347454377,5.0,5.0,5.0,0.38928651380845025,0.3840061445930078,0.3981110555047221,1.0,0.9999999999999999,0.6096569663469354,6,1.6660544434195685,1.6187732946494293,1.7566871692759776,0.1750453452137286,0.13136206406547046,0.2000000000006068,103.20587478719844,102.88312367572394,103.49394312992683,6
40,2.0,even_idm_leader_d02,0.2,margin,0,idm,even,5.765844918756187,5.713206438250698,5.86282371533538,19.56003271057392,19.56003271057392,19.56003271057392,0.004804870765630156,0.004761005365208916,0.004885686429446149,0.22199836447130394,0.22199836447130394,0.22199836447130394,5.0,5.0,5.0,0.3165806789364443,0.3165806789364443,0.3181088377916943,1.0,1.0,0.7574992425007574,12,2.3075000000003456,2.3075000000003456,2.3075000000003456,0.42499999999999005,0.4006863593041299,0.42866463642969155,230.63379675024748,228.52825753002793,234.51294861341518,12
40,2.0,even_idm_leader_d02,0.2,wave,0,idm,even,108.87998424678533,44.10687471159628,136.46754517627744,-29.117078952978623,-32.89871392839401,-1.857761698245728,0.09073332020565444,0.036755728926330236,0.1137229543135645,2.6558539476489313,1.2928880849122866,2.844935696419701,5.000000000000004,5.000000000000004,5.000000000000004,6.666666666666667,6.666666666666667,6.666666666666667,0.08333333333333333,0.35388592179859524,0.014864709450773478,1,93.10102233073715,48.47344638368412,102.29195320376769,20.0,20.0,20.0,4355.199369871413,1764.2749884638515,5458.701807051097,12
40,2.5,rear_idm_leader_d02,0.2,margin,0,idm,rear,284.48943756148094,280.9033587380038,288.3127741214202,-57.21797403477544,-57.472835603934534,-56.626349841714784,0.23707453130123413,0.2340861322816698,0.24026064510118347,4.060898701738772,4.03131749208574,4.073641780196726,5.000000000000004,5.000000000000004,5.000000000000004,5.333333333333333,5.333333333333333,5.333333333333333,0.0,0.2425007574992425,0.0,0,111.40212054996928,99.02210524908081,140.6402868383993,20.0,20.0,20.0,11379.577502459237,11236.13434952015,11532.510964856807,12
40,0.0,even_idm_leader_d02,0.2,margin,0,idm,even,0.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,3.0811654457797164e-16,3.0542957854740404e-16,3.0932975757230254e-16,1.5405827228898582e-15,1.5271478927370201e-15,1.5466487878615127e-15,0.0,0.0,0.0,1.0,1.0,0.7574992425007574,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
40,1.7,front_idm_leader_d02,0.2,margin,0,idm,front,6.469429676841959,6.37154618234286,6.657060503734814,20.398261426893157,20.398261426893157,20.398261426893157,0.005391191397368299,0.0053096218186190515,0.005547550419779011,0.1949187838400666,0.1949187838400666,0.1949187838400666,5.0,5.0,5.0,0.32347790797516185,0.32347790797516185,0.32347790797516185,1.0,1.0,0.7574992425007574,12,2.854250000015554,2.854250000015554,2.854250000015554,0.40002790295466006,0.3946091853709719,0.41347626760567646,258.77718707367836,254.86184729371445,266.2824201493925,12
40,2.1,even_idm_leader_cmd04,0.4,margin,0,idm,even,5.983038273234062,5.800677514895203,6.066370769386556,19.164326437784013,19.164326437784013,19.164326437784013,0.004985865227695052,0.004833897929079336,0.0050553089744887975,0.24178367811079937,0.24178367811079937,0.24178367811079937,5.0,5.0,5.0,0.36259899702053916,0.36259899702053916,0.36259899702053916,1.0,0.9999999999999999,0.6096569663469354,6,2.0053075182797215,1.8978425798004537,2.007152261919856,0.48392857142100176,0.4749999999756538,0.49821428570644155,239.3215309293625,232.02710059580812,242.65483077546224,6
