controller,seed,time_s,vehicle,selected_command_mps2,empty_feasible_pool,old_endpoint_speed_mps,exact_lag_speed_mps,discrete_rollout_speed_mps,old_endpoint_gap_m,exact_lag_gap_m,discrete_rollout_gap_m,old_minus_exact_speed_mps,old_minus_discrete_speed_mps,old_minus_discrete_gap_m,old_screen_feasible_selected,discrete_endpoint_feasible_selected,rollout_speed_projection_count
predictive,79,38.2,14,0.0,0,19.29346645116664,19.302743927050592,19.299930361511382,19.859938778753506,19.851330113387387,19.916888553680224,-0.00927747588395178,-0.006463910344741919,-0.05694977492671782,1,1,0
predictive,79,38.2,27,0.0,0,20.0,20.0,20.0,23.999981049595547,23.999981049595547,23.999903260690523,0.0,0.0,7.778890502407876e-05,1,1,0
predictive,79,38.2,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.300000000000004,1,0.0,0,19.899999999999974,19.89999999999999,19.89999999999998,24.597500000073236,24.597500000073225,24.61750000004531,-1.7763568394002505e-14,-7.105427357601002e-15,-0.019999999972075244,1,1,0
predictive,79,38.300000000000004,14,0.0,0,19.295333179404743,19.30195994789328,19.299950258222413,19.889032285654203,19.882883238964116,19.948189812914848,-0.006626768488537493,-0.0046170788176702615,-0.05915752726064483,1,1,0
predictive,79,38.300000000000004,27,0.0,0,20.0,20.0,20.0,23.9999746265155,23.999974626515495,23.999877376057995,0.0,0.0,9.72504575038613e-05,1,1,0
predictive,79,38.300000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.400000000000006,1,0.0,0,19.899999999999974,19.899999999999988,19.89999999999998,24.60750000006736,24.607500000067347,24.627500000041664,-1.4210854715202004e-14,-7.105427357601002e-15,-0.019999999974302796,1,1,0
predictive,79,38.400000000000006,14,0.0,0,19.296666556717675,19.301399962780913,19.299964470158866,19.918878993230248,19.914486817023054,19.979705289782316,-0.0047334060632380215,-0.003297913441191014,-0.060826296552068726,1,1,0
predictive,79,38.400000000000006,27,0.0,0,20.0,20.0,20.0,23.999966266473848,23.999966266473848,23.99984528910977,0.0,0.0,0.0001209773640766798,1,1,0
predictive,79,38.400000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.5,1,0.0,0,19.899999999999977,19.899999999999988,19.89999999999998,24.617500000061924,24.617500000061916,24.637500000038244,-1.0658141036401503e-14,-3.552713678800501e-15,-0.019999999976320737,1,1,0
predictive,79,38.5,14,0.0,0,19.297618969084052,19.30099997341494,19.299974621542045,19.949322044807776,19.946184776088344,20.011433305799528,-0.0033810043308868387,-0.0023556524579930738,-0.06211126099175246,1,1,0
predictive,79,38.5,27,0.0,0,20.0,20.0,20.0,23.99995545615382,23.99995545615382,23.999805687258245,0.0,0.0,0.00014976889557516415,1,1,0
predictive,79,38.5,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.6,1,0.0,0,19.89999999999998,19.899999999999988,19.89999999999998,24.627500000056973,24.627500000056965,24.647500000035166,-7.105427357601002e-15,0.0,-0.019999999978193017,1,1,0
predictive,79,38.6,14,0.0,0,19.298299263631467,19.300714266724956,19.29998187253003,19.980248793724055,19.978007887495895,20.043372017958745,-0.0024150030934890765,-0.001682608898562421,-0.06312322423469041,1,1,0
predictive,79,38.6,27,0.0,0,20.0,20.0,20.0,23.999941564801464,23.99994156480146,23.999757017458222,0.0,0.0,0.00018454734324180322,1,1,0
predictive,79,38.6,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.7,1,0.0,0,19.89999999999998,19.899999999999984,19.89999999999998,24.63750000005242,24.637500000052412,24.657500000032314,-3.552713678800501e-15,0.0,-0.019999999979894767,1,1,0
predictive,79,38.7,14,0.0,0,19.298785188308187,19.300510190517823,19.29998705180716,20.011578188766325,20.009977541460493,20.075519468951086,-0.0017250022096355622,-0.0012018634989736654,-0.06394128018476053,1,1,0
predictive,79,38.7,27,0.0,0,20.0,20.0,20.0,23.999923821664165,23.99992382166417,23.999697449267153,0.0,0.0,0.00022637239701239764,1,1,0
predictive,79,38.7,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.800000000000004,1,0.0,0,19.89999999999998,19.899999999999984,19.89999999999998,24.647500000048186,24.647500000048183,24.66750000002969,-3.552713678800501e-15,0.0,-0.019999999981504146,1,1,0
predictive,79,38.800000000000004,14,0.0,0,19.29913227736299,19.300364421798445,19.299990751290828,20.043251763934407,20.042108444430244,20.10787362666622,-0.0012321444354554956,-0.0008584739278383324,-0.06462186273181203,1,1,0
predictive,79,38.800000000000004,27,0.0,0,20.0,20.0,20.0,23.99990128996112,23.999901289961116,23.99962483341357,0.0,0.0,0.00027645654754948623,1,1,0
predictive,79,38.800000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,38.900000000000006,1,0.0,0,19.89999999999998,19.899999999999984,19.89999999999998,24.6575000000443,24.657500000044294,24.677500000027294,-3.552713678800501e-15,0.0,-0.019999999982992733,1,1,0
predictive,79,38.900000000000006,14,0.0,0,19.29938019811642,19.300260301284602,19.29999339377916,20.075227202576606,20.07441054578792,20.140432415741202,-0.0008801031681819893,-0.000613195662740651,-0.06520521316459593,1,1,0
predictive,79,38.900000000000006,27,0.0,0,20.0,20.0,20.0,23.99987283700143,23.999872837001433,23.999536655497465,0.0,0.0,0.00033618150396463875,1,1,0
predictive,79,38.900000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.0,1,0.0,0,19.89999999999998,19.899999999999984,19.89999999999998,24.667500000040786,24.66750000004078,24.687500000025125,-3.552713678800501e-15,0.0,-0.019999999984339212,1,1,0
predictive,79,39.0,14,0.0,0,19.299557284368873,19.300185929489004,19.299995281270828,20.107473740301938,20.1068904140243,20.173193743161107,-0.0006286451201304999,-0.00043799690195456265,-0.06572000285916957,1,1,0
predictive,79,39.0,27,0.0,0,20.0,20.0,20.0,23.99983710004416,23.99983710004416,23.999429984436183,0.0,0.0,0.0004071156079774596,1,1,0
predictive,79,39.0,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.1,1,0.25,0,20.190270027731543,20.115337908578276,20.089660725814582,24.503337983398616,24.57286826803996,24.60741518147688,0.07493211915326725,0.10060930191696116,-0.1040771980782651,1,1,0
predictive,79,39.1,14,0.0,0,19.299683774549194,19.30013280677786,19.29999662947916,20.139968881318804,20.139552219691932,20.20615551936487,-0.00044903222866565784,-0.00031285492996602215,-0.06618663804606584,1,1,0
predictive,79,39.1,27,0.0,0,20.0,20.0,20.0,23.999792447474704,23.999792447474704,23.99930141526228,0.0,0.0,0.0004910322124231925,1,1,0
predictive,79,39.1,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.2,1,0.25,0,20.190270027731543,20.115337908578276,20.11404337558184,24.513337983395587,24.582868268036925,24.59601084391693,0.07493211915326725,0.07622665214970326,-0.08267286052134182,1,1,0
predictive,79,39.2,14,0.0,0,19.299774124677995,19.30009486198418,19.299997592485113,20.172696053014715,20.172398437566937,20.23931567591029,-0.0003207373061862029,-0.0002234678071175722,-0.06661962289557621,1,1,0
predictive,79,39.2,27,0.0,0,20.0,20.0,20.0,23.999736934853903,23.9997369348539,23.999147005875912,0.0,0.0,0.0005899289779911498,1,1,0
predictive,79,39.2,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.300000000000004,1,0.25,0,20.190270027731543,20.115337908578276,20.13860241112988,24.523337983392768,24.592868268034103,24.582150602802244,0.07493211915326725,0.0516676166016623,-0.05881261940947624,1,1,0
predictive,79,39.300000000000004,14,0.0,0,19.29983866048428,19.30006775856013,19.299998280346507,20.205642930843712,20.205430348381018,20.272672180465065,-0.00022909807584881037,-0.0001596198622273448,-0.0670292496213527,1,1,0
predictive,79,39.300000000000004,27,0.0,0,20.0,20.0,20.0,23.999668255380126,23.99966825538013,23.998962207354396,0.0,0.0,0.0007060480257301549,1,1,0
predictive,79,39.300000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.400000000000006,1,0.25,0,20.190270027731543,20.115337908578276,20.163287436521337,24.533337983390183,24.60286826803152,24.565821859148514,0.07493211915326725,0.026982591210206408,-0.03248387575833078,1,1,0
predictive,79,39.400000000000006,14,0.0,0,19.29988475748877,19.30004839897152,19.299998771676076,20.238800242183085,20.238648397566873,20.30622304968074,-0.00016364148275016532,-0.00011401418730727642,-0.06742280749765328,1,1,0
predictive,79,39.400000000000006,27,0.0,0,20.0,20.0,20.0,23.999583684291085,23.999583684291082,23.998741787426752,0.0,0.0,0.0008418968643333358,1,1,0
predictive,79,39.400000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.5,1,0.25,0,20.190270027731543,20.115337908578276,20.18806245465809,24.543337983387847,24.61286826802918,24.547015613681197,0.07493211915326725,0.002207573073452096,-0.003677630293349665,1,1,0
predictive,79,39.5,14,0.0,0,19.29991768392055,19.300034570693942,19.299999122625767,20.27216091251779,20.272052452077634,20.339966360351752,-0.00011688677339094511,-8.143870521593044e-05,-0.06780544783396181,1,1,0
predictive,79,39.5,27,0.0,0,20.0,20.0,20.0,23.99948001672157,23.99948001672157,23.99847974673179,0.0,0.0,0.0010002699897810885,1,1,0
predictive,79,39.5,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.6,1,0.0,0,19.909922849219534,19.93133202612047,20.02324102751261,24.716546290492907,24.696680494881093,24.61581025689327,-0.021409176900935023,-0.11331817829307766,0.10073603359963812,1,1,0
predictive,79,39.6,14,0.0,0,19.29994120280039,19.300024693352814,19.299999373304118,20.305719456368806,20.305641984625836,20.373900259145387,-8.349055242362624e-05,-5.817050372769472e-05,-0.06818080277658112,1,1,0
predictive,79,39.6,27,0.0,0,20.0,20.0,20.0,23.99935349852584,23.999353498525835,23.998169227496163,0.0,0.0,0.0011842710296754433,1,1,0
predictive,79,39.6,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.7,1,0.0,0,19.92415345580493,19.96085490192082,20.023743591080432,24.708722212253935,24.674666562633693,24.61343589778403,-0.0367014461158881,-0.09959013527550198,0.09528631446990588,1,1,0
predictive,79,39.7,14,0.0,0,19.299958002000277,19.30001763810915,19.299999552360084,20.33947154326189,20.33941620630263,20.408022971103435,-5.963610887249615e-05,-4.155035980701882e-05,-0.06855142784154467,1,1,0
predictive,79,39.7,27,0.0,0,20.0,20.0,20.0,23.99919974957002,23.999199749570018,23.99780241429506,0.0,0.0,0.0013973352749623302,1,1,0
predictive,79,39.7,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.800000000000004,1,0.0,0,19.941461031937358,19.989085527492495,20.024102565057447,24.695276442082896,24.65108518245663,24.611025641277138,-0.04762449555513726,-0.08264153312008915,0.08425080080575853,1,1,0
predictive,79,39.800000000000004,14,0.0,0,19.29997000142877,19.300012598649392,19.2999996802572,20.37341368893742,20.373374162537946,20.442332807048615,-4.259722062371907e-05,-2.9678828433077342e-05,-0.06891911811119655,1,1,0
predictive,79,39.800000000000004,27,0.0,0,20.0,20.0,20.0,23.999013679000743,23.99901367900074,23.997370426593946,0.0,0.0,0.001643252406797302,1,1,0
predictive,79,39.800000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,39.900000000000006,1,0.0,0,19.960966443460517,20.01639311718655,20.02435897504103,24.67710089196023,24.625669910901077,24.608589743771972,-0.05542667372603205,-0.0633925315805115,0.06851114818825721,1,1,0
predictive,79,39.900000000000006,14,0.0,0,19.299978572449117,19.300008999035278,19.299999771612285,20.407543036202892,20.407514803060405,20.476828169978887,-3.0426586160814395e-05,-2.1199163168006407e-05,-0.06928513377599543,1,1,0
predictive,79,39.900000000000006,27,0.0,0,20.0,20.0,20.0,23.99878939200228,23.99878939200228,23.996863202817792,0.0,0.0,0.0019261891844877255,1,1,0
predictive,79,39.900000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.0,1,0.0,0,19.982041737405634,20.043041395539447,20.024542125029303,24.6548326418723,24.598230431218244,24.606135531268137,-0.06099965813381303,-0.0425003876236687,0.04869711060416293,1,1,0
predictive,79,40.0,14,0.0,0,19.29998469460651,19.300006427882337,19.299999836865915,20.441857199961547,20.44183703343121,20.511507560492703,-2.1733275826107956e-05,-1.514225940368874e-05,-0.06965036053115625,1,1,0
predictive,79,40.0,27,0.0,0,20.0,20.0,20.0,23.99852008756646,23.99852008756646,23.99626937575522,0.0,0.0,0.0022507118112429225,1,1,0
predictive,79,40.0,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.1,1,0.0,0,19.994315526718307,20.037886711099603,20.0246729464495,24.639880458483816,24.59945030801664,24.603668236622298,-0.043571184381296035,-0.030357419731192437,0.0362122218615184,1,1,0
predictive,79,40.1,14,0.0,0,19.299989067576075,19.300004591344525,19.299999883475653,20.47635415817589,20.476339753511365,20.546369581257693,-1.5523768450265152e-05,-1.081589957863116e-05,-0.0700154230818022,1,1,0
predictive,79,40.1,27,0.0,0,20.0,20.0,20.0,23.998197946818586,23.998197946818586,23.995576139182873,0.0,0.0,0.002621807635712514,1,1,0
predictive,79,40.1,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.2,1,0.0,0,20.0030825190845,20.03420479364257,20.024766390321066,24.62848604177748,24.599607362872348,24.601191597589377,-0.031122274558068597,-0.02168387123656501,0.02729444418810445,1,1,0
predictive,79,40.2,14,0.0,0,19.299992191125767,19.3000032795318,19.29999991676832,20.511032175675577,20.511021886629482,20.581412940513815,-1.1088406033366027e-05,-7.725642554134993e-06,-0.0703807648382373,1,1,0
predictive,79,40.2,27,0.0,0,20.0,20.0,20.0,23.99781401146971,23.997814011469707,23.994769105691503,0.0,0.0,0.003044905778207152,1,1,0
predictive,79,40.2,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.300000000000004,1,0.0,0,20.009344656488924,20.031574852601832,20.024833135943613,24.619632886986956,24.599005259197575,24.598708283994256,-0.022230196112907663,-0.015488479454688786,0.02092460299270016,1,1,0
predictive,79,40.300000000000004,14,0.0,0,19.29999442223269,19.300002342522713,19.299999940548798,20.54588975139118,20.545882402072547,20.61663645458293,-7.920290023832877e-06,-5.518316108066301e-06,-0.07074670319175169,1,1,0
predictive,79,40.300000000000004,27,0.0,0,20.0,20.0,20.0,23.997358052002696,23.997358052002696,23.993832155813266,0.0,0.0,0.00352589618943,1,1,0
predictive,79,40.300000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.400000000000006,1,0.0,0,20.0138176117778,20.029696323287016,20.02488081138829,24.612594919279186,24.597860899429627,24.596220202854738,-0.015878711509216714,-0.01106319961048996,0.016374716424447655,1,1,0
predictive,79,40.400000000000006,14,0.0,0,19.29999601588049,19.300001673230508,19.299999957534855,20.580925582209858,20.58092033269655,20.65203904934782,-5.657350016008422e-06,-3.941654362904501e-06,-0.07111346713796252,1,1,0
predictive,79,40.400000000000006,27,0.0,0,20.0,20.0,20.0,23.996818425247913,23.99681842524791,23.992747278693102,0.0,0.0,0.004071146554810667,1,1,0
predictive,79,40.400000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.5,1,0.0,0,20.017012579841282,20.02835451663358,20.024914865277346,24.606853513773363,24.596329213880825,24.593728716326268,-0.011341936792298668,-0.00790228543606375,0.013124797447094494,1,1,0
predictive,79,40.5,14,0.0,0,19.299997154200348,19.300001195164647,19.299999969667752,20.616138538516584,20.616134788864223,20.687619760655593,-4.040964299178995e-06,-2.8154674041047656e-06,-0.07148122213900976,1,1,0
predictive,79,40.5,27,0.0,0,20.0,20.0,20.0,23.996181921066956,23.996181921066956,23.991494404718566,0.0,0.0,0.004687516348390375,1,1,0
predictive,79,40.5,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.6,1,0.0,0,20.019294699886625,20.027396083309696,20.024939189483813,24.602038224126193,24.594520867060094,24.591234797377297,-0.008101383423070985,-0.005644489597187885,0.010803426748896783,1,1,0
predictive,79,40.6,14,0.0,0,19.29999796728596,19.30000085368903,19.299999978334107,20.651527647813822,20.651524969490698,20.723377733600046,-2.886403070334609e-06,-2.0110481457891183e-06,-0.07185008578622387,1,1,0
predictive,79,40.6,27,0.0,0,20.0,20.0,20.0,23.995433597941812,23.995433597941812,23.990051230726493,0.0,0.0,0.005382367215318595,1,1,0
predictive,79,40.6,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.7,1,0.0,0,20.0209247856333,20.02671148807835,20.024956563917005,24.597884445806553,24.592514905045057,24.588739140985012,-0.005786702445050196,-0.004031778283703602,0.009145304821540634,1,1,0
predictive,79,40.7,14,0.25,0,19.59026857579296,19.515338518356174,19.489660710338963,20.512930067126693,20.582458438680085,20.66922740209327,0.07493005743678793,0.10060786545399836,-0.1562973349665775,1,1,0
predictive,79,40.7,27,0.0,0,20.0,20.0,20.0,23.99455660736566,23.994556607365652,23.988393038644745,0.0,0.0,0.006163568720914725,1,1,0
predictive,79,40.7,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.800000000000004,1,0.0,0,20.022089132595212,20.026222491484535,20.02496897422643,24.594203175578016,24.590367789319803,24.58624224356197,-0.004133358889323091,-0.002879841631216351,0.007960932016047195,1,1,0
predictive,79,40.800000000000004,14,0.25,0,19.59026899063256,19.515338344133923,19.51404336452783,20.548669142057694,20.618198060207646,20.68393342241069,0.07493064649863612,0.07622562610472983,-0.13526428035299531,1,1,0
predictive,79,40.800000000000004,27,0.0,0,20.0,20.0,20.0,23.993532007053997,23.993532007054,23.986492508706945,0.0,0.0,0.0070394983470514205,1,1,0
predictive,79,40.800000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,40.900000000000006,1,0.0,0,20.022920808996577,20.025873208203237,20.024977838733157,24.590859411128964,24.588119849515955,24.583744459688205,-0.0029523992066593507,-0.0020570297365800627,0.007114951440758688,1,1,0
predictive,79,40.900000000000006,14,0.25,0,19.59026928694656,19.515338219689454,19.53860240323416,20.584582301432636,20.6541116100087,20.696358866721937,0.07493106725710419,0.05166688371239658,-0.11177656528930058,1,1,0
predictive,79,40.900000000000006,27,0.0,0,20.0,20.0,20.0,23.992338563145008,23.992338563145005,23.984319528700425,0.0,0.0,0.008019034444583184,1,1,0
predictive,79,40.900000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.0,1,0.0,0,20.02351486356898,20.025623720145166,20.02498417052368,24.587756722236623,24.585799892513045,24.58124604263537,-0.002108856576185758,-0.0014693069547000448,0.006510679601252178,1,1,0
predictive,79,41.0,14,0.25,0,19.590269498599415,19.51533813080055,19.56328743088154,20.620669119203775,20.690198706655632,20.706490687178757,0.07493136779886456,0.02698206771787426,-0.08582156797498186,1,1,0
predictive,79,41.0,27,0.0,0,20.0,20.0,20.0,23.99095254174129,23.990952541741294,23.981841001076205,0.0,0.0,0.009111540665085016,1,1,0
predictive,79,41.0,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.1,1,0.0,0,20.023939188263554,20.0254455143894,20.024988693231197,24.584826230170563,24.58342849465372,24.578747173311854,-0.0015063261258454475,-0.0010495049676428891,0.006079056858709464,1,1,0
predictive,79,41.1,14,0.25,0,19.59026964978003,19.515338067308477,19.58806245062967,20.656929293185414,20.726459079834264,20.71431952328237,0.07493158247155307,0.0022071991503587185,-0.05739023009695643,1,1,0
predictive,79,41.1,27,0.0,0,20.0,20.0,20.0,23.989347490367,23.989347490366995,23.979020650165836,0.0,0.0,0.010326840201162923,1,1,0
predictive,79,41.1,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.2,1,0.0,0,20.024242277331105,20.025318224563854,20.024991923736565,24.582018735837497,24.58102035332547,24.576247980937865,-0.0010759472327492858,-0.0007496464054597141,0.005770754899632635,1,1,0
predictive,79,41.2,14,0.25,0,19.600192606985733,19.54667004807748,19.612901750449762,20.68240893028747,20.73207306360808,20.719838665400914,0.053522558908252194,-0.012709143464029182,-0.03742973511344516,1,1,0
predictive,79,41.2,27,0.0,0,20.0,20.0,20.0,23.987494010180487,23.987494010180484,23.97581883221423,0.0,0.0,0.011675177966257166,1,1,0
predictive,79,41.2,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.300000000000004,1,0.0,0,20.024458769522212,20.02522730325989,20.0249942312404,24.579299097028038,24.578585966662303,24.573748557813474,-0.0007685337376770462,-0.0005354617181865251,0.005550539214564054,1,1,0
predictive,79,41.300000000000004,14,0.25,0,19.614423290704092,19.576192891483917,19.63778696460697,20.701191300088322,20.736665681031614,20.72304331097473,0.03823039922017557,-0.02336367390287819,-0.02185201088640909,1,1,0
predictive,79,41.300000000000004,27,0.0,0,20.0,20.0,20.0,23.985359520100747,23.985359520100744,23.972192351448953,0.0,0.0,0.013167168651794015,1,1,0
predictive,79,41.300000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.400000000000006,1,0.0,0,20.024613406801578,20.025162359471345,20.024995879457425,24.5766422121641,24.576132833331428,24.571248969867383,-0.0005489526697672886,-0.0003824726558470104,0.005393242296715783,1,1,0
predictive,79,41.400000000000006,14,0.0,0,19.341460894199933,19.389085585338787,19.473044248904667,20.88868712931936,20.844495688208944,20.814014848066506,-0.04762469113885359,-0.13158335470473403,0.0746722812528553,1,1,0
predictive,79,41.400000000000006,27,0.0,0,20.0,20.0,20.0,23.982908014381803,23.982908014381806,23.968094285960916,0.0,0.0,0.014813728420886463,1,1,0
predictive,79,41.400000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.5,1,0.0,0,20.024723862001125,20.02511597105096,20.0249970567553,24.574030151546857,24.573666309523517,24.568749264191638,-0.0003921090498337776,-0.00027319475417542094,0.005280887355219477,1,1,0
predictive,79,41.5,14,0.0,0,19.360966345076648,19.416393158505333,19.473603034931905,20.897464425171147,20.84603331448047,20.83398553265812,-0.05542681342868505,-0.11263668985525754,0.06347889251302874,1,1,0
predictive,79,41.5,27,0.0,0,20.0,20.0,20.0,23.980099815611457,23.980099815611453,23.963473827762357,0.0,0.0,0.016625987849099744,1,1,0
predictive,79,41.5,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.6,1,0.0,0,20.024802758572225,20.025082836464964,20.024997897682354,24.57145010824874,24.571190221089214,24.566249474423216,-0.0002800778927394276,-0.00019513911012936092,0.005200633825523937,1,1,0
predictive,79,41.6,14,0.0,0,19.382041667131446,19.44304142505287,19.474002167808504,20.902322496734143,20.845720193486137,20.85409001093302,-0.060999757921422315,-0.09196050067705741,0.04823248580112249,1,1,0
predictive,79,41.6,27,0.0,0,20.0,20.0,20.0,23.976891325625196,23.976891325625196,23.95827614200465,0.0,0.0,0.018615183620546816,1,1,0
predictive,79,41.6,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.7,1,0.0,0,20.02485911326587,20.025059168903542,20.024998498344534,24.568892934464277,24.5687073007789,24.56374962458858,-0.00020005563767355738,-0.00013938507866484429,0.005143309875695223,1,1,0
predictive,79,41.7,14,0.0,0,19.404238325742014,19.469218758301107,19.47428726272036,20.90371668455223,20.843420672334695,20.874339645507632,-0.0649804325590928,-0.07004893697834547,0.029377039044597097,1,1,0
predictive,79,41.7,27,0.0,0,20.0,20.0,20.0,23.97323477742014,23.97323477742014,23.952442250965333,0.0,0.0,0.020792526454805227,1,1,0
predictive,79,41.7,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.800000000000004,1,0.0,0,20.024899366618474,20.025042263502524,20.02499892738895,24.566352096046735,24.566219500557178,24.561249731849443,-0.00014289688405000334,-9.956077047590384e-05,0.00510236419729182,1,1,0
predictive,79,41.800000000000004,14,0.0,0,19.427235939035278,19.495059710621277,19.474490901943113,20.90197236894855,20.839037993181357,20.894742551198874,-0.06782377158599928,-0.04725496290783582,0.007229817749674794,1,1,0
predictive,79,41.800000000000004,27,0.0,0,20.0,20.0,20.0,23.969077991832584,23.969077991832584,23.945908949030994,0.0,0.0,0.023169042801590933,1,1,0
predictive,79,41.800000000000004,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,41.900000000000006,1,0.0,0,20.02492811901319,20.025030188216085,20.024999233849247,24.563822925748315,24.56372821468435,24.558749808464313,-0.00010206920289590471,-7.111483605726221e-05,0.005073117284002393,1,1,0
predictive,79,41.900000000000006,14,0.0,0,19.440882813596623,19.48932836472948,19.474636358530795,20.908275810525982,20.86332268497798,20.915304512055457,-0.048445551132857645,-0.03375354493417149,-0.007028701529474546,1,1,0
predictive,79,41.900000000000006,27,0.0,0,20.0,20.0,20.0,23.964364143509254,23.964364143509258,23.9386087554833,0.0,0.0,0.025755388025952897,1,1,0
predictive,79,41.900000000000006,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,42.0,1,0.0,0,20.02494865643799,20.025021563011485,20.02499945274946,24.56130208982087,24.5612344390609,24.556249863189123,-7.290657349656726e-05,-5.079631146998054e-05,0.005052226631747203,1,1,0
predictive,79,42.0,14,0.0,0,19.450630581140445,19.485234546235343,19.474740256093423,20.918709906127397,20.886600530735972,20.93602963221275,-0.034603965094898825,-0.02410967495297811,-0.017319726085354148,1,1,0
predictive,79,42.0,27,0.0,0,20.0,20.0,20.0,23.959031541558367,23.959031541558367,23.930469912407304,0.0,0.0,0.028561629151063528,1,1,0
predictive,79,42.0,40,0.0,0,20.0,20.0,20.0,24.0,24.0,24.0,0.0,0.0,0.0,1,1,0
predictive,79,42.1,1,0.0,0,20.02496332602713,20.025015402151055,20.024999609106754,24.558787207015456,24.558738885044043,24.553749902278355,-5.207612392510441e-05,-3.628307962344479e-05,0.005037304737101067,1,1,0
predictive,79,42.1,14,0.0,0,19.457593272243173,19.4823103901681,19.474814468638158,20.932144836658676,20.90920956852194,20.95692079678355,-0.024717117924925702,-0.017221196394984872,-0.02477596012487382,1,1,0
predictive,79,42.1,27,0.0,0,20.0,20.0,20.0,23.953013431207903,23.953013431207907,23.92141643544528,0.0,0.0,0.03159699576262298,1,1,0
